plateID,well,cmpdname,CONCuM,cmpdnum
plate_1,N16,"[""2"",""5""]","[""b"",""b""]","[""2"",""5""]_[""b"",""b""]"
plate_1,C13,"[""2"",""6""]","[""a"",""a""]","[""2"",""6""]_[""a"",""a""]"
plate_1,L06,"[""2"",""6""]","[""b"",""b""]","[""2"",""6""]_[""b"",""b""]"
plate_1,N08,"[""2"",""6""]","[""b"",""b""]","[""2"",""6""]_[""b"",""b""]"
plate_1,N13,"[""2"",""6""]","[""a"",""a""]","[""2"",""6""]_[""a"",""a""]"
plate_1,F19,"[""3"",""4"",""5"",""6""]","[""b"",""b"",""b"",""b""]","[""3"",""4"",""5"",""6""]_[""b"",""b"",""b"",""b""]"
plate_1,G09,"[""3"",""4"",""5"",""6""]","[""a"",""a"",""a"",""a""]","[""3"",""4"",""5"",""6""]_[""a"",""a"",""a"",""a""]"
plate_1,H17,"[""3"",""4"",""5"",""6""]","[""b"",""b"",""b"",""b""]","[""3"",""4"",""5"",""6""]_[""b"",""b"",""b"",""b""]"
plate_1,H22,"[""3"",""4"",""5"",""6""]","[""a"",""a"",""a"",""a""]","[""3"",""4"",""5"",""6""]_[""a"",""a"",""a"",""a""]"
plate_1,E02,"[""3"",""4"",""5""]","[""a"",""a"",""a""]","[""3"",""4"",""5""]_[""a"",""a"",""a""]"
plate_1,H03,"[""3"",""4"",""5""]","[""b"",""b"",""b""]","[""3"",""4"",""5""]_[""b"",""b"",""b""]"
plate_1,L20,"[""3"",""4"",""5""]","[""b"",""b"",""b""]","[""3"",""4"",""5""]_[""b"",""b"",""b""]"
plate_1,N09,"[""3"",""4"",""5""]","[""a"",""a"",""a""]","[""3"",""4"",""5""]_[""a"",""a"",""a""]"
plate_1,G12,"[""3"",""4"",""6""]","[""a"",""a"",""a""]","[""3"",""4"",""6""]_[""a"",""a"",""a""]"
plate_1,J16,"[""3"",""4"",""6""]","[""b"",""b"",""b""]","[""3"",""4"",""6""]_[""b"",""b"",""b""]"
plate_1,L07,"[""3"",""4"",""6""]","[""a"",""a"",""a""]","[""3"",""4"",""6""]_[""a"",""a"",""a""]"
plate_1,N23,"[""3"",""4"",""6""]","[""b"",""b"",""b""]","[""3"",""4"",""6""]_[""b"",""b"",""b""]"
plate_1,C07,"[""3"",""4""]","[""b"",""b""]","[""3"",""4""]_[""b"",""b""]"
plate_1,D03,"[""3"",""4""]","[""b"",""b""]","[""3"",""4""]_[""b"",""b""]"
plate_1,H02,"[""3"",""4""]","[""a"",""a""]","[""3"",""4""]_[""a"",""a""]"
plate_1,N19,"[""3"",""4""]","[""a"",""a""]","[""3"",""4""]_[""a"",""a""]"
plate_1,F04,"[""3"",""5"",""6""]","[""b"",""b"",""b""]","[""3"",""5"",""6""]_[""b"",""b"",""b""]"
plate_1,M08,"[""3"",""5"",""6""]","[""a"",""a"",""a""]","[""3"",""5"",""6""]_[""a"",""a"",""a""]"
plate_1,N22,"[""3"",""5"",""6""]","[""b"",""b"",""b""]","[""3"",""5"",""6""]_[""b"",""b"",""b""]"
plate_1,O10,"[""3"",""5"",""6""]","[""a"",""a"",""a""]","[""3"",""5"",""6""]_[""a"",""a"",""a""]"
plate_1,E14,"[""3"",""5""]","[""a"",""a""]","[""3"",""5""]_[""a"",""a""]"
plate_1,L23,"[""3"",""5""]","[""a"",""a""]","[""3"",""5""]_[""a"",""a""]"
plate_1,M16,"[""3"",""5""]","[""b"",""b""]","[""3"",""5""]_[""b"",""b""]"
plate_1,O06,"[""3"",""5""]","[""b"",""b""]","[""3"",""5""]_[""b"",""b""]"
plate_1,D14,"[""3"",""6""]","[""a"",""a""]","[""3"",""6""]_[""a"",""a""]"
plate_1,F05,"[""3"",""6""]","[""a"",""a""]","[""3"",""6""]_[""a"",""a""]"
plate_1,M05,"[""3"",""6""]","[""b"",""b""]","[""3"",""6""]_[""b"",""b""]"
plate_1,O05,"[""3"",""6""]","[""b"",""b""]","[""3"",""6""]_[""b"",""b""]"
plate_1,B09,"[""4"",""5"",""6""]","[""b"",""b"",""b""]","[""4"",""5"",""6""]_[""b"",""b"",""b""]"
plate_1,B22,"[""4"",""5"",""6""]","[""a"",""a"",""a""]","[""4"",""5"",""6""]_[""a"",""a"",""a""]"
plate_1,L09,"[""4"",""5"",""6""]","[""a"",""a"",""a""]","[""4"",""5"",""6""]_[""a"",""a"",""a""]"
plate_1,O04,"[""4"",""5"",""6""]","[""b"",""b"",""b""]","[""4"",""5"",""6""]_[""b"",""b"",""b""]"
plate_1,C05,"[""4"",""5""]","[""a"",""a""]","[""4"",""5""]_[""a"",""a""]"
plate_1,D22,"[""4"",""5""]","[""a"",""a""]","[""4"",""5""]_[""a"",""a""]"
plate_1,M18,"[""4"",""5""]","[""b"",""b""]","[""4"",""5""]_[""b"",""b""]"
plate_1,M23,"[""4"",""5""]","[""b"",""b""]","[""4"",""5""]_[""b"",""b""]"
plate_1,D23,"[""4"",""6""]","[""a"",""a""]","[""4"",""6""]_[""a"",""a""]"
plate_1,F22,"[""4"",""6""]","[""b"",""b""]","[""4"",""6""]_[""b"",""b""]"
plate_1,G17,"[""4"",""6""]","[""a"",""a""]","[""4"",""6""]_[""a"",""a""]"
plate_1,G22,"[""4"",""6""]","[""b"",""b""]","[""4"",""6""]_[""b"",""b""]"
plate_1,C09,"[""5"",""6""]","[""a"",""a""]","[""5"",""6""]_[""a"",""a""]"
plate_1,E08,"[""5"",""6""]","[""a"",""a""]","[""5"",""6""]_[""a"",""a""]"
plate_1,G10,"[""5"",""6""]","[""b"",""b""]","[""5"",""6""]_[""b"",""b""]"
plate_1,K15,"[""5"",""6""]","[""b"",""b""]","[""5"",""6""]_[""b"",""b""]"
plate_1,G21,DMSO,x,DMSO_x
plate_1,I11,DMSO,x,DMSO_x
plate_1,D20,DMSO,x,DMSO_x
plate_1,N05,DMSO,x,DMSO_x
plate_1,F02,DMSO,x,DMSO_x
plate_1,L13,DMSO,x,DMSO_x
plate_1,C03,DMSO,x,DMSO_x
plate_1,O15,DMSO,x,DMSO_x
plate_1,B11,DMSO,x,DMSO_x
plate_1,B15,DMSO,x,DMSO_x
plate_1,C23,DMSO,x,DMSO_x
plate_1,D06,DMSO,x,DMSO_x
plate_1,E09,DMSO,x,DMSO_x
plate_1,E13,DMSO,x,DMSO_x
plate_1,F17,DMSO,x,DMSO_x
plate_1,G05,DMSO,x,DMSO_x
plate_1,H08,DMSO,x,DMSO_x
plate_1,H14,DMSO,x,DMSO_x
plate_1,I22,DMSO,x,DMSO_x
plate_1,J04,DMSO,x,DMSO_x
plate_1,J19,DMSO,x,DMSO_x
plate_1,K07,DMSO,x,DMSO_x
plate_1,K16,DMSO,x,DMSO_x
plate_1,L10,DMSO,x,DMSO_x
plate_1,M02,DMSO,x,DMSO_x
plate_1,M21,DMSO,x,DMSO_x
plate_1,N18,DMSO,x,DMSO_x
plate_1,O12,DMSO,x,DMSO_x
